System.TimeCreated_attributes.SystemTime,EventData.CommandLine,EventData.Company,EventData.CreationUtcTime,EventData.CurrentDirectory,EventData.Description,EventData.DestinationHostname,EventData.DestinationIp,EventData.DestinationIsIpv6,EventData.DestinationPort,EventData.DestinationPortName,EventData.Details,EventData.EventType,EventData.FileVersion,EventData.Hashes,EventData.Image,EventData.Initiated,EventData.IntegrityLevel,EventData.LogonGuid,EventData.LogonId,EventData.OriginalFileName,EventData.ParentCommandLine,EventData.ParentImage,EventData.ParentProcessGuid,EventData.ParentProcessId,EventData.ParentUser,EventData.ProcessGuid,EventData.ProcessId,EventData.Product,EventData.Protocol,EventData.RuleName,EventData.SourceHostname,EventData.SourceIp,EventData.SourceIsIpv6,EventData.SourcePort,EventData.SourcePortName,EventData.TargetFilename,EventData.TargetObject,EventData.TerminalSessionId,EventData.User,EventData.UtcTime,System.Channel,System.Computer,System.Correlation,System.EventID,System.EventRecordID,System.Execution_attributes.ProcessID,System.Execution_attributes.ThreadID,System.Keywords,System.Level,System.Opcode,System.Provider_attributes.Guid,System.Provider_attributes.Name,System.Security_attributes.UserID,System.Task,System.Version
2023-02-10T07:30:08.307718Z,,,,,,,,,,,DWORD (0x00000003),SetValue,,,C:\Windows\system32\services.exe,,,,,,,,,,,FF8B6A41-D5BE-63E5-0B00-000000000200,676,,,"T1031,T1050",,,,,,,HKLM\System\CurrentControlSet\Services\CaptureService_3338da\Start,,NT AUTHORITY\SYSTEM,2023-02-10 07:30:08.305,Microsoft-Windows-Sysmon/Operational,WIN-4CKB6CSHOSJ,,13,641,2964,4368,0x8000000000000000,4,0,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,S-1-5-18,13,2
2023-02-10T07:30:08.308166Z,,,,,,,,,,,C:\Windows\system32\svchost.exe -k LocalService -p,SetValue,,,C:\Windows\system32\services.exe,,,,,,,,,,,FF8B6A41-D5BE-63E5-0B00-000000000200,676,,,"T1031,T1050",,,,,,,HKLM\System\CurrentControlSet\Services\CaptureService_3338da\ImagePath,,NT AUTHORITY\SYSTEM,2023-02-10 07:30:08.305,Microsoft-Windows-Sysmon/Operational,WIN-4CKB6CSHOSJ,,13,642,2964,4368,0x8000000000000000,4,0,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,S-1-5-18,13,2
2023-02-10T07:30:08.313798Z,sihost.exe,Microsoft Corporation,,C:\Windows\system32\,Shell Infrastructure Host,,,,,,,,10.0.17763.2989 (WinBuild.160101.0800),"MD5=C5CE4D2DDD9B1426EA3EABE245F15271,SHA256=C52FDD94F2F9245947ECFD76620306918E5ADD004DB7BC132D49CC21B5E76A98,IMPHASH=D79FA753A3003DE97EDFC038DF32C136",C:\Windows\System32\sihost.exe,,Medium,FF8B6A41-F27F-63E5-C21B-330000000000,0x331bc2,sihost.exe,-,-,00000000-0000-0000-0000-000000000000,2264,-,FF8B6A41-F280-63E5-5301-000000000200,5716,MicrosoftÂ® WindowsÂ® Operating System,,-,,,,,,,,2,WIN-4CKB6CSHOSJ\gerald,2023-02-10 07:30:08.311,Microsoft-Windows-Sysmon/Operational,WIN-4CKB6CSHOSJ,,1,643,2964,4368,0x8000000000000000,4,0,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,S-1-5-18,1,5
2023-02-10T07:30:08.314250Z,,,,,,,,,,,DWORD (0x00000003),SetValue,,,C:\Windows\system32\services.exe,,,,,,,,,,,FF8B6A41-D5BE-63E5-0B00-000000000200,676,,,"T1031,T1050",,,,,,,HKLM\System\CurrentControlSet\Services\cbdhsvc_3338da\Start,,NT AUTHORITY\SYSTEM,2023-02-10 07:30:08.305,Microsoft-Windows-Sysmon/Operational,WIN-4CKB6CSHOSJ,,13,644,2964,4368,0x8000000000000000,4,0,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,S-1-5-18,13,2
2023-02-10T07:30:08.314435Z,,,,,,,,,,,C:\Windows\system32\svchost.exe -k ClipboardSvcGroup -p,SetValue,,,C:\Windows\system32\services.exe,,,,,,,,,,,FF8B6A41-D5BE-63E5-0B00-000000000200,676,,,"T1031,T1050",,,,,,,HKLM\System\CurrentControlSet\Services\cbdhsvc_3338da\ImagePath,,NT AUTHORITY\SYSTEM,2023-02-10 07:30:08.305,Microsoft-Windows-Sysmon/Operational,WIN-4CKB6CSHOSJ,,13,645,2964,4368,0x8000000000000000,4,0,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,S-1-5-18,13,2
2023-02-10T07:30:08.314903Z,,,,,,,,,,,DWORD (0x00000002),SetValue,,,C:\Windows\system32\services.exe,,,,,,,,,,,FF8B6A41-D5BE-63E5-0B00-000000000200,676,,,"T1031,T1050",,,,,,,HKLM\System\CurrentControlSet\Services\CDPUserSvc_3338da\Start,,NT AUTHORITY\SYSTEM,2023-02-10 07:30:08.305,Microsoft-Windows-Sysmon/Operational,WIN-4CKB6CSHOSJ,,13,646,2964,4368,0x8000000000000000,4,0,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,S-1-5-18,13,2
2023-02-10T07:30:08.314999Z,,,,,,,,,,,C:\Windows\system32\svchost.exe -k UnistackSvcGroup,SetValue,,,C:\Windows\system32\services.exe,,,,,,,,,,,FF8B6A41-D5BE-63E5-0B00-000000000200,676,,,"T1031,T1050",,,,,,,HKLM\System\CurrentControlSet\Services\CDPUserSvc_3338da\ImagePath,,NT AUTHORITY\SYSTEM,2023-02-10 07:30:08.305,Microsoft-Windows-Sysmon/Operational,WIN-4CKB6CSHOSJ,,13,647,2964,4368,0x8000000000000000,4,0,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,S-1-5-18,13,2
2023-02-10T07:30:08.315528Z,,,,,,,,,,,DWORD (0x00000003),SetValue,,,C:\Windows\system32\services.exe,,,,,,,,,,,FF8B6A41-D5BE-63E5-0B00-000000000200,676,,,"T1031,T1050",,,,,,,HKLM\System\CurrentControlSet\Services\ConsentUxUserSvc_3338da\Start,,NT AUTHORITY\SYSTEM,2023-02-10 07:30:08.305,Microsoft-Windows-Sysmon/Operational,WIN-4CKB6CSHOSJ,,13,648,2964,4368,0x8000000000000000,4,0,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,S-1-5-18,13,2
2023-02-10T07:30:08.315635Z,,,,,,,,,,,C:\Windows\system32\svchost.exe -k DevicesFlow,SetValue,,,C:\Windows\system32\services.exe,,,,,,,,,,,FF8B6A41-D5BE-63E5-0B00-000000000200,676,,,"T1031,T1050",,,,,,,HKLM\System\CurrentControlSet\Services\ConsentUxUserSvc_3338da\ImagePath,,NT AUTHORITY\SYSTEM,2023-02-10 07:30:08.305,Microsoft-Windows-Sysmon/Operational,WIN-4CKB6CSHOSJ,,13,649,2964,4368,0x8000000000000000,4,0,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,S-1-5-18,13,2
2023-02-10T07:30:08.319865Z,,,,,,,,,,,DWORD (0x00000003),SetValue,,,C:\Windows\system32\services.exe,,,,,,,,,,,FF8B6A41-D5BE-63E5-0B00-000000000200,676,,,"T1031,T1050",,,,,,,HKLM\System\CurrentControlSet\Services\DevicePickerUserSvc_3338da\Start,,NT AUTHORITY\SYSTEM,2023-02-10 07:30:08.305,Microsoft-Windows-Sysmon/Operational,WIN-4CKB6CSHOSJ,,13,650,2964,4368,0x8000000000000000,4,0,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,S-1-5-18,13,2
2023-02-10T07:30:08.319980Z,,,,,,,,,,,C:\Windows\system32\svchost.exe -k DevicesFlow,SetValue,,,C:\Windows\system32\services.exe,,,,,,,,,,,FF8B6A41-D5BE-63E5-0B00-000000000200,676,,,"T1031,T1050",,,,,,,HKLM\System\CurrentControlSet\Services\DevicePickerUserSvc_3338da\ImagePath,,NT AUTHORITY\SYSTEM,2023-02-10 07:30:08.305,Microsoft-Windows-Sysmon/Operational,WIN-4CKB6CSHOSJ,,13,651,2964,4368,0x8000000000000000,4,0,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,S-1-5-18,13,2
2023-02-10T07:30:08.320736Z,,,,,,,,,,,DWORD (0x00000003),SetValue,,,C:\Windows\system32\services.exe,,,,,,,,,,,FF8B6A41-D5BE-63E5-0B00-000000000200,676,,,"T1031,T1050",,,,,,,HKLM\System\CurrentControlSet\Services\DevicesFlowUserSvc_3338da\Start,,NT AUTHORITY\SYSTEM,2023-02-10 07:30:08.305,Microsoft-Windows-Sysmon/Operational,WIN-4CKB6CSHOSJ,,13,652,2964,4368,0x8000000000000000,4,0,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,S-1-5-18,13,2
2023-02-10T07:30:08.320835Z,,,,,,,,,,,C:\Windows\system32\svchost.exe -k DevicesFlow,SetValue,,,C:\Windows\system32\services.exe,,,,,,,,,,,FF8B6A41-D5BE-63E5-0B00-000000000200,676,,,"T1031,T1050",,,,,,,HKLM\System\CurrentControlSet\Services\DevicesFlowUserSvc_3338da\ImagePath,,NT AUTHORITY\SYSTEM,2023-02-10 07:30:08.305,Microsoft-Windows-Sysmon/Operational,WIN-4CKB6CSHOSJ,,13,653,2964,4368,0x8000000000000000,4,0,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,S-1-5-18,13,2
2023-02-10T07:30:08.322161Z,,,,,,,,,,,DWORD (0x00000003),SetValue,,,C:\Windows\system32\services.exe,,,,,,,,,,,FF8B6A41-D5BE-63E5-0B00-000000000200,676,,,"T1031,T1050",,,,,,,HKLM\System\CurrentControlSet\Services\PimIndexMaintenanceSvc_3338da\Start,,NT AUTHORITY\SYSTEM,2023-02-10 07:30:08.321,Microsoft-Windows-Sysmon/Operational,WIN-4CKB6CSHOSJ,,13,654,2964,4368,0x8000000000000000,4,0,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,S-1-5-18,13,2
2023-02-10T07:30:08.322249Z,,,,,,,,,,,C:\Windows\system32\svchost.exe -k UnistackSvcGroup,SetValue,,,C:\Windows\system32\services.exe,,,,,,,,,,,FF8B6A41-D5BE-63E5-0B00-000000000200,676,,,"T1031,T1050",,,,,,,HKLM\System\CurrentControlSet\Services\PimIndexMaintenanceSvc_3338da\ImagePath,,NT AUTHORITY\SYSTEM,2023-02-10 07:30:08.321,Microsoft-Windows-Sysmon/Operational,WIN-4CKB6CSHOSJ,,13,655,2964,4368,0x8000000000000000,4,0,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,S-1-5-18,13,2
2023-02-10T07:30:08.323702Z,,,,,,,,,,,DWORD (0x00000003),SetValue,,,C:\Windows\system32\services.exe,,,,,,,,,,,FF8B6A41-D5BE-63E5-0B00-000000000200,676,,,"T1031,T1050",,,,,,,HKLM\System\CurrentControlSet\Services\PrintWorkflowUserSvc_3338da\Start,,NT AUTHORITY\SYSTEM,2023-02-10 07:30:08.321,Microsoft-Windows-Sysmon/Operational,WIN-4CKB6CSHOSJ,,13,656,2964,4368,0x8000000000000000,4,0,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,S-1-5-18,13,2
2023-02-10T07:30:08.323853Z,,,,,,,,,,,C:\Windows\system32\svchost.exe -k PrintWorkflow,SetValue,,,C:\Windows\system32\services.exe,,,,,,,,,,,FF8B6A41-D5BE-63E5-0B00-000000000200,676,,,"T1031,T1050",,,,,,,HKLM\System\CurrentControlSet\Services\PrintWorkflowUserSvc_3338da\ImagePath,,NT AUTHORITY\SYSTEM,2023-02-10 07:30:08.321,Microsoft-Windows-Sysmon/Operational,WIN-4CKB6CSHOSJ,,13,657,2964,4368,0x8000000000000000,4,0,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,S-1-5-18,13,2
2023-02-10T07:30:08.325077Z,,,,,,,,,,,DWORD (0x00000003),SetValue,,,C:\Windows\system32\services.exe,,,,,,,,,,,FF8B6A41-D5BE-63E5-0B00-000000000200,676,,,"T1031,T1050",,,,,,,HKLM\System\CurrentControlSet\Services\UnistoreSvc_3338da\Start,,NT AUTHORITY\SYSTEM,2023-02-10 07:30:08.321,Microsoft-Windows-Sysmon/Operational,WIN-4CKB6CSHOSJ,,13,658,2964,4368,0x8000000000000000,4,0,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,S-1-5-18,13,2
2023-02-10T07:30:08.325219Z,,,,,,,,,,,C:\Windows\System32\svchost.exe -k UnistackSvcGroup,SetValue,,,C:\Windows\system32\services.exe,,,,,,,,,,,FF8B6A41-D5BE-63E5-0B00-000000000200,676,,,"T1031,T1050",,,,,,,HKLM\System\CurrentControlSet\Services\UnistoreSvc_3338da\ImagePath,,NT AUTHORITY\SYSTEM,2023-02-10 07:30:08.321,Microsoft-Windows-Sysmon/Operational,WIN-4CKB6CSHOSJ,,13,659,2964,4368,0x8000000000000000,4,0,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,S-1-5-18,13,2
2023-02-10T07:30:08.326361Z,,,,,,,,,,,DWORD (0x00000003),SetValue,,,C:\Windows\system32\services.exe,,,,,,,,,,,FF8B6A41-D5BE-63E5-0B00-000000000200,676,,,"T1031,T1050",,,,,,,HKLM\System\CurrentControlSet\Services\UserDataSvc_3338da\Start,,NT AUTHORITY\SYSTEM,2023-02-10 07:30:08.321,Microsoft-Windows-Sysmon/Operational,WIN-4CKB6CSHOSJ,,13,660,2964,4368,0x8000000000000000,4,0,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,S-1-5-18,13,2
2023-02-10T07:30:08.326631Z,,,,,,,,,,,C:\Windows\system32\svchost.exe -k UnistackSvcGroup,SetValue,,,C:\Windows\system32\services.exe,,,,,,,,,,,FF8B6A41-D5BE-63E5-0B00-000000000200,676,,,"T1031,T1050",,,,,,,HKLM\System\CurrentControlSet\Services\UserDataSvc_3338da\ImagePath,,NT AUTHORITY\SYSTEM,2023-02-10 07:30:08.321,Microsoft-Windows-Sysmon/Operational,WIN-4CKB6CSHOSJ,,13,661,2964,4368,0x8000000000000000,4,0,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,S-1-5-18,13,2
2023-02-10T07:30:08.327596Z,,,,,,,,,,,DWORD (0x00000002),SetValue,,,C:\Windows\system32\services.exe,,,,,,,,,,,FF8B6A41-D5BE-63E5-0B00-000000000200,676,,,"T1031,T1050",,,,,,,HKLM\System\CurrentControlSet\Services\WpnUserService_3338da\Start,,NT AUTHORITY\SYSTEM,2023-02-10 07:30:08.321,Microsoft-Windows-Sysmon/Operational,WIN-4CKB6CSHOSJ,,13,662,2964,4368,0x8000000000000000,4,0,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,S-1-5-18,13,2
2023-02-10T07:30:08.327744Z,,,,,,,,,,,C:\Windows\system32\svchost.exe -k UnistackSvcGroup,SetValue,,,C:\Windows\system32\services.exe,,,,,,,,,,,FF8B6A41-D5BE-63E5-0B00-000000000200,676,,,"T1031,T1050",,,,,,,HKLM\System\CurrentControlSet\Services\WpnUserService_3338da\ImagePath,,NT AUTHORITY\SYSTEM,2023-02-10 07:30:08.321,Microsoft-Windows-Sysmon/Operational,WIN-4CKB6CSHOSJ,,13,663,2964,4368,0x8000000000000000,4,0,5770385F-C22A-43E0-BF4C-06F5698FFBD9,Microsoft-Windows-Sysmon,S-1-5-18,13,2
